Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Visibility_MeanRatio,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDZ59,6.63,0.103517853,164.95,OUT027,4161.25,28,0.8042088533155879,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM57,11.65,0.075834825,82.9908,OUT035,1258.362,9,0.9979409352355303,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD14,20.7,0.17007246199999998,183.8266,OUT049,1844.266,14,0.8892819943756275,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU19,8.77,0.040973457375,173.6422,OUT013,517.3266,26,1.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRJ39,20.25,0.036399734,219.3482,OUT045,8323.8316,11,1.0019883144461057,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDI04,13.65,0.072912432,198.4426,OUT046,5536.7928,16,0.9030966064257782,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ54,17.7,0.012567811000000002,168.4474,OUT045,2358.2636,11,0.8828650830221073,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDW12,8.315,0.035773394,144.3444,OUT017,3483.4656,6,0.9169291735699419,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ32,17.85,0.046382793,122.8388,OUT027,2972.1312,28,0.8843921141341688,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRG49,7.81,0.06783685099999999,246.1486,OUT017,5375.6692,6,0.8851502056890199,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP58,11.1,0.126931494,220.7482,OUT049,4380.964,14,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD57,18.1,0.022434418,96.2094,OUT049,952.094,14,0.9134531934604163,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRG23,8.88,0.086764795,153.8682,OUT035,1829.6184,9,1.1668896872731518,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCZ17,12.15,0.07512981133333334,39.1506,OUT017,1480.0734,6,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRJ11,9.5,0.085437778,188.4872,OUT018,3592.6568,4,1.2377628398753246,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDG16,15.25,0.089998959,215.1192,OUT045,2157.192,11,0.8894689981284829,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ51,11.3,0.054288646,96.6094,OUT027,2189.8162,28,0.8767395166284168,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCN43,12.15,0.007233539333333333,123.773,OUT046,3325.671,16,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCN30,16.35,0.016993203999999998,95.741,OUT046,965.41,16,0.899279925842181,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDP39,12.65,0.06908877,52.3324,OUT027,1298.31,28,0.8260393422438527,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP34,12.85,0.137441201,157.66299999999995,OUT049,2659.871,14,1.0528276023516476,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM44,12.5,0.051970788,103.699,OUT010,412.796,15,1.3886880951871534,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC28,7.905,0.032961199000000004,109.1254,OUT017,1627.881,6,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRC24,17.85,0.02492239,153.4998,OUT018,2922.1962,4,0.9992124339019911,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDN46,7.21,0.144924795,100.8332,OUT045,1537.9979999999996,11,1.2008401012172294,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCN53,5.175,0.030349723,37.0874,OUT035,423.4488,9,0.8303553133954104,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY32,7.605,0.226284381,163.221,OUT019,326.242,28,1.1865768963684613,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCW06,16.2,0.050625182000000005,193.1162,OUT017,2501.4106,6,1.0731459045579919,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDY48,14.0,0.02371512,103.8332,OUT013,1743.0644,26,0.8873668007058338,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCP29,8.42,0.112177581,65.9168,OUT013,958.752,26,1.0560451304188552,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDB60,9.3,0.04774013,195.0136,OUT010,194.4136,15,1.5024958310758674,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRE60,9.395,0.15930433300000002,226.172,OUT035,3848.324,9,0.8875257608070036,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDN51,17.85,0.020989308,260.7936,OUT045,4697.8848,11,0.9995307431791802,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE15,13.35,0.01769927,74.2012,OUT027,1290.3204,28,1.2564775746890775,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DRG15,6.13,0.06406233033333335,60.1536,OUT013,1102.5648,26,1.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDX55,15.1,0.096658404,216.9166,OUT019,217.7166,28,1.8405660228903014,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDC57,20.1,0.054816926,194.282,OUT018,1544.656,4,0.8448378623498775,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA25,16.5,0.068511103,103.699,OUT017,1651.184,6,1.0033349108767076,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCK29,5.615,0.12574524,122.473,OUT035,1354.9029999999998,9,1.4081881336203703,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDP48,7.52,0.044023213,183.095,OUT046,5492.85,16,0.9987132285575255,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP49,9.0,0.068754395,54.5614,OUT027,1713.1034,28,1.0322018609080692,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL38,13.8,0.024660202000000003,87.4172,OUT010,178.4344,15,1.390706087729375,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ21,17.6,0.039214444,98.241,OUT035,1930.82,9,0.9215679639586263,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ44,20.5,0.036344721,122.3756,OUT017,2544.6876,6,1.0039078542243343,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCB42,11.8,0.008554052,116.9492,OUT013,1969.4364,26,0.998187252092035,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY15,18.25,0.170000805,155.963,OUT027,4537.427,28,0.8977916893788971,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCW05,20.25,0.148302815,108.3938,OUT049,2787.0388,14,0.999763775741777,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDR23,15.85,0.081914677,177.637,OUT049,3352.303,14,0.9508452589467337,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO34,17.7,0.029914022,166.2816,OUT013,2516.724,26,0.9107367079415253,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ36,6.035,0.06577134400000001,185.324,OUT035,3728.48,9,0.9980725256698113,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX58,13.150000000000002,0.043551753,184.495,OUT027,7873.085,28,0.9174949224532984,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCJ18,12.35,0.16394193699999998,117.0124,OUT046,1540.6612,16,0.9124665670782852,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDP22,14.65,0.099692906,50.9666,OUT017,717.7324,6,1.2036284894192861,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH57,10.895,0.05983402400000001,133.5284,OUT010,263.6568,15,1.5255848480249103,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRF51,15.75,0.166174549,37.4506,OUT045,1062.6168,11,0.99999417282793,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDD51,11.15,0.119930029,44.2744,OUT035,588.5672,9,1.043905141329791,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW04,8.985,0.057944376,131.531,OUT045,1428.141,11,1.5015194804848175,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ21,17.6,0.065649353,94.841,OUT010,193.082,15,1.5428075578328007,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCJ30,5.82,0.080249973,168.679,OUT027,4923.5909999999985,28,1.0315985490667576,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO45,13.15,0.037952777,89.5856,OUT046,1494.0552,16,0.9985902971453967,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE41,9.195,0.064113698,86.5566,OUT049,1183.7924,14,1.1996942200537615,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRD13,15.0,0.048841794,64.7168,OUT027,3068.0064,28,0.994099601132041,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCC07,19.6,0.02394662,106.9964,OUT035,1788.3388,9,1.000191163022365,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDE51,5.925,0.096000183,43.7086,OUT027,1293.6494,28,0.826890200764645,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCG43,20.2,0.074177667,93.2462,OUT013,1018.0082,26,0.9419646327760212,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDS59,14.8,0.04368089,110.157,OUT027,2306.9970000000008,28,0.8268464956252068,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV16,7.75,0.083268523,32.9558,OUT018,101.8674,4,0.9056040896512836,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC03,8.575,0.071832909,194.1794,OUT035,3316.3498,9,0.998266119632131,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV60,20.2,0.12300693666666668,197.211,OUT013,3535.398,26,1.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ60,19.35,0.062625641,165.3184,OUT049,1651.184,14,1.0001848333300667,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX20,7.365,0.042646566,225.172,OUT045,452.744,11,0.9241603528181052,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD17,7.5,0.03114569757142857,237.7906,OUT035,1188.453,9,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD08,8.3,0.03555434,37.4506,OUT017,796.9626,6,1.0047486357951492,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX45,16.75,0.105068444,156.66299999999995,OUT045,2816.3340000000007,11,1.0332171104619865,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,0.060912865,173.8712,OUT018,4570.0512,4,0.9021783642753499,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCT42,5.88,0.02488732,147.5392,OUT046,2684.5056,16,0.9995627462890717,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT02,12.6,0.024194731,36.1874,OUT046,423.4488,16,0.9976204559947229,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV34,10.695,0.01141595,74.0038,OUT013,1034.6532,26,0.8794532685637096,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCR41,17.85,0.018023997,95.9094,OUT046,2285.0256,16,0.998590298011809,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT31,19.75,0.012499004,188.0872,OUT018,2458.1336,4,1.0019893880066582,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF33,7.97,0.036045991,107.5596,OUT010,431.4384,15,1.788354267442707,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCU29,7.685,0.044607722,145.976,OUT019,585.904,28,1.402181777596264,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCB55,15.7,0.16098885,57.8562,OUT045,651.8182,11,1.0007097326047694,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCU18,15.1,0.055793586,139.7496,OUT013,3952.1888,26,0.8868904947785365,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ59,6.63,0.104445322,167.25,OUT018,1830.95,4,0.8114141687211899,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCI29,8.6,0.032687702,140.9154,OUT045,1134.5232,11,0.9233072837651448,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL03,19.25,0.026949463,197.711,OUT027,4910.275,28,0.9939481624054994,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCQ06,13.0,0.041909345,255.0014,OUT045,5865.0322,11,0.9241603458328268,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY31,5.98,0.04363058,148.2418,OUT049,1618.5598,14,1.0004900799849428,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRI03,6.03,0.019183427750000002,175.1028,OUT049,1593.9252,14,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDL38,13.8,0.014793124,88.5172,OUT018,2408.8644,4,0.8342546262733582,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDR37,16.5,0.065928735,183.0292,OUT027,8209.314,28,0.9080479104801015,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDT59,13.65,0.01583438,228.5668,OUT027,3225.1352,28,1.192584552546999,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV28,16.1,0.159728395,34.3558,OUT046,271.6464,16,1.049159923697004,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCX53,20.1,0.014925407,143.4154,OUT013,3545.385,26,0.7476107225742352,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ12,9.17,0.102893121,141.947,OUT013,4008.116,26,1.0557208352879255,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT05,10.895,0.020951848,255.3672,OUT046,767.0016,16,0.998684367274322,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW38,5.325,0.112502807,55.8298,OUT035,485.3682,9,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD33,12.85,0.108102606,233.3642,OUT013,3950.1914,26,1.3298878504377993,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV39,11.3,0.006251070714285713,196.8426,OUT019,593.2278,28,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRE25,15.35,0.073697713,91.912,OUT017,559.2719999999998,6,1.005218234781621,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDC59,16.7,0.091437584,64.3168,OUT010,127.8336,15,1.7538398964586757,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF58,13.3,0.009581155,64.95100000000001,OUT046,1644.526,16,1.503640710229221,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCP50,17.35,0.035997636,78.6618,OUT019,80.5618,28,1.8155395054845938,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDS33,6.67,0.12332588,90.2514,OUT013,974.0654,26,1.030809111926444,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP08,20.5,0.112584813,192.0478,OUT049,1549.9824,14,0.999873544228194,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF29,15.1,0.019930418,131.531,OUT035,2856.282,9,0.9998580161160083,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCF30,17.0,0.126244059,124.6362,OUT046,3900.9222,16,0.8975464741367515,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDI50,8.42,0.030905215,227.6352,OUT045,2748.4224,11,1.2019572496020678,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD56,15.2,0.104365283,177.1054,OUT017,3151.8972,6,0.9025594636888856,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN41,17.0,0.087387669,125.073,OUT010,369.519,15,1.3019750527416765,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE23,17.6,0.053481818,47.806,OUT017,1071.938,6,1.2534452518459491,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL26,18.0,0.073306615,155.0972,OUT049,3894.93,14,0.9999442714368827,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCB30,14.6,0.043021542,196.9084,OUT010,595.2252,15,1.3909845638995444,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDY50,5.8,0.13169655,89.4172,OUT017,2498.0816,6,1.0045302641376264,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCK19,9.8,0.090834158,192.2478,OUT018,4068.7038,4,0.9020143552046989,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCR38,17.25,0.19875618,250.7724,OUT019,251.6724,28,1.5540455975405698,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDI28,14.3,0.026321701,77.6302,OUT046,950.7624,16,0.9996698428967055,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO24,11.1,0.176215665,158.8604,OUT046,2693.8268,16,1.049481680157212,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC45,17.0,0.136008489,171.7106,OUT045,1711.106,11,0.8902305569049848,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU27,18.6,0.17174348,48.8376,OUT049,1294.3152,14,0.8823755509155847,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS09,8.895,0.08154715,49.8008,OUT017,759.012,6,0.846207121988221,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRE13,6.28,0.027570939,86.6198,OUT027,2529.3742,28,0.9956116651351067,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDV15,10.3,0.14676789699999998,102.3648,OUT018,1557.9720000000002,4,0.8915439263816943,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH26,19.25,0.03467086,141.8496,OUT013,2399.5432,26,0.9989120118105851,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI22,12.6,0.09619424,210.8612,OUT035,1254.3672,9,0.8485120407997486,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ26,15.3,0.08511049,215.7218,OUT018,1923.4962,4,1.0038587608507208,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD26,8.71,0.1263349,184.0924,OUT019,555.2772,28,1.4154814764398682,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCI55,18.6,0.012592289,123.3414,OUT027,4751.8146,28,0.9956116450997927,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA35,14.85,0.05357685,122.2072,OUT027,3552.7088,28,0.994568520743368,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN21,18.6,0.077168705,160.6236,OUT018,1611.236,4,0.906830812731465,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.032597778,163.621,OUT010,815.605,15,1.3907842317835915,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDD09,13.5,0.021583971,179.5976,OUT018,2173.1712,4,1.2032241366134702,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI24,10.3,0.078903499,177.637,OUT045,4234.488,11,0.871778232563859,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCN41,17.0,0.091411749,121.373,OUT019,369.519,28,1.3619291839159127,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCT53,5.4,0.084245356,164.6526,OUT019,657.8104,28,1.9055181108878754,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDQ47,7.155,0.281509514,33.8874,OUT010,35.2874,15,1.4720209789753003,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCD42,16.5,0.012689327,39.7506,OUT018,227.7036,4,1.2529543742828704,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDI21,5.59,0.094741514,63.1168,OUT010,191.7504,15,1.5267806779289166,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS48,15.15,0.046496777,149.6708,OUT010,300.9416,15,1.3536915908914793,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW50,13.1,0.07600554799999999,166.1158,OUT017,1169.8106,6,0.9067947408244268,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO37,8.06,0.020514050125,232.7326,OUT018,3696.5216,4,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDS04,10.195,0.13996794614285715,139.5838,OUT018,4495.4816,4,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP38,10.1,0.053732324000000005,49.8008,OUT010,303.6048,15,1.474623135369198,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCF06,6.235,0.033807904,258.9962,OUT010,258.9962,15,1.3662332494544593,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDR35,12.5,0.020782036,198.3742,OUT018,2587.9646,4,1.0038165027108534,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB04,11.35,0.06317369099999999,86.1856,OUT013,1494.0552,26,0.9021608524652043,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK16,9.065,0.115563679,96.0094,OUT045,1713.7692,11,1.0019803724883394,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM57,11.65,0.07627820099999999,85.1908,OUT017,671.1264,6,1.0037754981833709,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
